*Soil Organic Matter daily output file

*DSSAT Cropping System Model Ver. 4.8.5.017 pre-release  JUN 28, 2025 01:29:39

*RUN   1        : Radiance                  CRGRO048 UFBA1401    1
 MODEL          : CRGRO048 - Strawberry
 EXPERIMENT     : UFBA1401 SR 2014 BALM STRAWBERRY VARIETY TRIAL
 DATA PATH      : /data/Strawberry/
 TREATMENT  1   : Radiance                  CRGRO048
  
@YEAR DOY   DAS    OMAC    SCDD    SOCD    SC0D    SCTD   SOMCT    LCTD    ONAC    SNDD    SOND    SN0D    SNTD   SOMNT    LNTD
 2017 047   140       0    6230   26394     486   25909   25482   427.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 048   141       0    6230   26402     490   25912   25481   431.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 049   142       0    6230   26410     495   25915   25480   434.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 050   143       0    6230   26420     501   25919   25480   439.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 051   144       0    6230   26433     508   25924   25479   445.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 052   145       0    6230   26444     515   25929   25478   450.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 053   146       0    6230   26456     522   25934   25478   456.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 054   147       0    6229   26467     528   25939   25477   462.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 055   148       0    6229   26477     534   25943   25476   467.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 056   149       0    6229   26488     539   25948   25475   473.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 057   150       0    6229   26502     548   25953   25475   478.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 058   151       0    6229   26511     553   25958   25474   483.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 059   152       0    6228   26522     560   25962   25473   488.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 060   153       0    6228   26533     567   25966   25472   494.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 061   154       0    6228   26545     574   25971   25472   499.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 062   155       0    6228   26557     582   25975   25471   504.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 063   156       0    6228   26569     589   25980   25470   509.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 064   157       0    6227   26580     596   25983   25469   514.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 065   158       0    6227   26592     604   25988   25469   519.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 066   159       0    6227   26603     610   25993   25468   524.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 067   160       0    6227   26613     616   25997   25467   529.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 068   161       0    6227   26624     623   26002   25466   535.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 069   162       0    6227   26636     630   26006   25466   540.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 070   163       0    6226   26649     638   26011   25465   546.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 071   164       0    6226   26661     646   26016   25464   551.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 072   165       0    6226   26674     653   26021   25464   557.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 073   166       0    6226   26686     661   26026   25463   562.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 074   167       0    6226   26697     667   26030   25462   567.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 075   168       0    6225   26701     669   26032   25461   570.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 076   169       0    6225   26707     673   26034   25461   573.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 077   170       0    6225   26714     676   26037   25460   577.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00

*DSSAT Cropping System Model Ver. 4.8.5.017 pre-release  JUN 28, 2025 01:29:54

*RUN   3        : Brilliance                CRGRO048 UFBA1601    2
 MODEL          : CRGRO048 - Strawberry
 EXPERIMENT     : UFBA1601 SR 2016 BALM STRAWBERRY VARIETY TRIAL
 DATA PATH      : /data/Strawberry/
 TREATMENT  2   : Brilliance                CRGRO048
  
@YEAR DOY   DAS    OMAC    SCDD    SOCD    SC0D    SCTD   SOMCT    LCTD    ONAC    SNDD    SOND    SN0D    SNTD   SOMNT    LNTD
 2016 273     0       0    6258   25593       0   25593   25593     0.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 274     1       0    6258   25592       0   25592   25592     0.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 275     2       0    6257   25591       0   25591   25591     0.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 276     3       0    6257   25590       0   25590   25590     0.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 277     4       0    6257   25589       0   25589   25589     0.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 278     5       0    6257   25588       0   25588   25588     0.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 279     6       0    6256   25587       0   25587   25587     0.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 280     7       0    6256   25586       0   25586   25586     0.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 281     8       0    6256   25585       0   25585   25585     0.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 282     9       0    6256   25584       0   25584   25584     0.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 283    10       0    6255   25583       0   25583   25583     0.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 284    11       0    6255   25583       0   25582   25582     0.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 285    12       0    6255   25582       0   25582   25581     0.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 286    13       0    6255   25582       1   25581   25580     1.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 287    14       0    6254   25582       1   25581   25579     1.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 288    15       0    6254   25581       1   25580   25578     1.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 289    16       0    6254   25581       1   25579   25577     2.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 290    17       0    6254   25581       2   25579   25576     2.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 291    18       0    6253   25580       2   25578   25575     3.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 292    19       0    6253   25580       2   25578   25574     3.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 293    20       0    6253   25580       2   25577   25573     3.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 294    21       0    6253   25579       3   25577   25572     4.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 295    22       0    6252   25579       3   25576   25571     4.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 296    23       0    6252   25579       3   25576   25571     5.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 297    24       0    6252   25579       4   25575   25570     5.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 298    25       0    6252   25579       4   25575   25569     6.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 299    26       0    6251   25579       4   25575   25568     6.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 300    27       0    6251   25580       5   25575   25567     7.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 301    28       0    6251   25580       5   25575   25567     8.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 302    29       0    6251   25581       6   25575   25566     8.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 303    30       0    6251   25581       7   25575   25565     9.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 304    31       0    6250   25582       7   25574   25564    10.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 305    32       0    6250   25582       8   25574   25563    11.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 306    33       0    6250   25583       8   25574   25562    12.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 307    34       0    6250   25584       9   25574   25561    13.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 308    35       0    6249   25584      10   25575   25560    14.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 309    36       0    6249   25586      11   25575   25559    15.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 310    37       0    6249   25587      12   25575   25559    16.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 311    38       0    6249   25588      13   25575   25558    17.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 312    39       0    6249   25590      14   25576   25557    19.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 313    40       0    6248   25591      15   25576   25556    20.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 314    41       0    6248   25593      16   25577   25555    21.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 315    42       0    6248   25595      18   25578   25554    23.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 316    43       0    6248   25597      19   25578   25553    25.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 317    44       0    6248   25599      20   25579   25553    26.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 318    45       0    6247   25602      22   25580   25552    28.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 319    46       0    6247   25605      24   25581   25551    30.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 320    47       0    6247   25608      26   25582   25550    32.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 321    48       0    6247   25611      28   25583   25549    34.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 322    49       0    6247   25614      30   25585   25549    36.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 323    50       0    6246   25618      32   25586   25548    37.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 324    51       0    6246   25621      34   25587   25547    40.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 325    52       0    6246   25625      36   25589   25546    42.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 326    53       0    6246   25628      38   25590   25546    44.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 327    54       0    6246   25630      39   25591   25545    45.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 328    55       0    6246   25633      41   25592   25544    47.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 329    56       0    6245   25637      43   25594   25544    50.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 330    57       0    6245   25642      46   25596   25543    53.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 331    58       0    6245   25648      49   25599   25542    56.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 332    59       0    6245   25654      53   25601   25541    59.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 333    60       0    6245   25658      55   25603   25541    62.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 334    61       0    6244   25664      58   25605   25540    65.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 335    62       0    6244   25670      62   25608   25539    69.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 336    63       0    6244   25677      66   25611   25538    73.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 337    64       0    6244   25684      70   25614   25537    76.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 338    65       0    6244   25690      74   25617   25537    80.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 339    66       0    6243   25697      77   25619   25536    83.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 340    67       0    6243   25704      82   25622   25535    87.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 341    68       0    6243   25711      86   25626   25534    91.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 342    69       0    6243   25719      90   25629   25533    95.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 343    70       0    6243   25726      94   25632   25532    99.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 344    71       0    6242   25733      98   25635   25532   103.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 345    72       0    6242   25739     102   25637   25531   106.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 346    73       0    6242   25745     105   25640   25530   109.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 347    74       0    6242   25752     109   25643   25529   113.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 348    75       0    6242   25760     114   25647   25529   117.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 349    76       0    6242   25769     118   25650   25528   122.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 350    77       0    6241   25778     124   25654   25527   126.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 351    78       0    6241   25786     129   25657   25526   131.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 352    79       0    6241   25794     134   25661   25526   135.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 353    80       0    6241   25803     139   25664   25525   139.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 354    81       0    6241   25812     144   25668   25524   144.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 355    82       0    6240   25821     149   25672   25523   148.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 356    83       0    6240   25831     155   25676   25522   153.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 357    84       0    6240   25841     161   25679   25521   158.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 358    85       0    6240   25849     166   25683   25521   162.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 359    86       0    6240   25857     171   25686   25520   166.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 360    87       0    6239   25867     177   25690   25519   171.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 361    88       0    6239   25875     181   25694   25518   175.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 362    89       0    6239   25885     188   25698   25517   180.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 363    90       0    6239   25896     194   25702   25517   185.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 364    91       0    6239   25907     201   25705   25516   189.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 365    92       0    6238   25918     209   25709   25515   194.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2016 366    93       0    6238   25922     211   25711   25514   196.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 001    94       0    6238   25926     214   25713   25513   199.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 002    95       0    6238   25936     219   25717   25513   203.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 003    96       0    6238   25947     226   25721   25512   208.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 004    97       0    6237   25958     233   25725   25511   213.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 005    98       0    6237   25969     240   25729   25511   218.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 006    99       0    6237   25982     249   25733   25510   222.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 007   100       0    6237   25989     253   25736   25509   227.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 008   101       0    6237   25996     257   25738   25508   230.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 009   102       0    6237   25997     258   25739   25508   231.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 010   103       0    6236   26003     262   25741   25507   234.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 011   104       0    6236   26010     266   25745   25507   238.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 012   105       0    6236   26021     272   25749   25506   242.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 013   106       0    6236   26034     281   25753   25505   247.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 014   107       0    6236   26048     290   25758   25505   253.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 015   108       0    6236   26062     300   25762   25504   258.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 016   109       0    6236   26073     306   25767   25503   263.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 017   110       0    6235   26083     312   25771   25502   268.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 018   111       0    6235   26096     321   25775   25502   273.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 019   112       0    6235   26107     327   25779   25501   278.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 020   113       0    6235   26115     332   25783   25500   282.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 021   114       0    6235   26125     338   25787   25499   287.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 022   115       0    6235   26136     345   25791   25499   292.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 023   116       0    6234   26147     351   25796   25498   297.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 024   117       0    6234   26158     358   25800   25497   302.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 025   118       0    6234   26167     364   25803   25496   306.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 026   119       0    6234   26177     371   25806   25496   310.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 027   120       0    6234   26187     376   25811   25495   315.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 028   121       0    6233   26195     381   25814   25494   319.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 029   122       0    6233   26200     384   25816   25494   322.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 030   123       0    6233   26203     385   25818   25493   325.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 031   124       0    6233   26209     389   25820   25492   327.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 032   125       0    6233   26217     395   25822   25492   330.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 033   126       0    6233   26223     398   25825   25491   334.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 034   127       0    6233   26235     405   25829   25491   338.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 035   128       0    6233   26246     413   25833   25490   342.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 036   129       0    6232   26261     424   25837   25489   347.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 037   130       0    6232   26272     431   25841   25489   351.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 038   131       0    6232   26281     437   25844   25488   356.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 039   132       0    6232   26290     442   25848   25487   360.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 040   133       0    6232   26300     448   25852   25487   365.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 041   134       0    6232   26313     457   25856   25486   370.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 042   135       0    6231   26323     464   25859   25485   373.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 043   136       0    6231   26331     469   25862   25484   377.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 044   137       0    6231   26341     476   25865   25484   381.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 045   138       0    6231   26350     482   25869   25483   385.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 046   139       0    6231   26360     487   25873   25482   390.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 047   140       0    6230   26370     493   25877   25482   395.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 048   141       0    6230   26377     498   25879   25481   398.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 049   142       0    6230   26384     503   25881   25480   401.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 050   143       0    6230   26391     507   25884   25480   404.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 051   144       0    6230   26400     512   25888   25479   409.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 052   145       0    6230   26408     517   25892   25478   413.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 053   146       0    6230   26417     522   25895   25478   417.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 054   147       0    6229   26426     527   25899   25477   421.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 055   148       0    6229   26433     531   25902   25476   425.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 056   149       0    6229   26441     535   25905   25475   430.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 057   150       0    6229   26454     545   25909   25475   434.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 058   151       0    6229   26461     549   25912   25474   438.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 059   152       0    6228   26471     555   25915   25473   442.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 060   153       0    6228   26479     561   25918   25472   446.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 061   154       0    6228   26490     568   25922   25472   449.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 062   155       0    6228   26501     576   25925   25471   454.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 063   156       0    6228   26512     584   25928   25470   457.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 064   157       0    6227   26522     592   25930   25469   461.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 065   158       0    6227   26533     599   25934   25469   465.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 066   159       0    6227   26542     605   25937   25468   468.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 067   160       0    6227   26550     611   25940   25467   472.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 068   161       0    6227   26559     617   25943   25466   476.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 069   162       0    6227   26569     623   25946   25466   479.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 070   163       0    6226   26578     630   25949   25465   483.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 071   164       0    6226   26587     636   25952   25464   487.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 072   165       0    6226   26595     640   25955   25464   491.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 073   166       0    6226   26602     644   25958   25463   495.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 074   167       0    6226   26611     650   25961   25462   498.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 075   168       0    6225   26613     651   25962   25461   500.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 076   169       0    6225   26618     655   25963   25461   502.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 077   170       0    6225   26622     657   25965   25460   504.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00

*DSSAT Cropping System Model Ver. 4.8.5.017 pre-release  JUN 28, 2025 01:30:15

*RUN   4        : Radiance                  CRGRO048 UFBA1701    1
 MODEL          : CRGRO048 - Strawberry
 EXPERIMENT     : UFBA1701 SR 2017 BALM STRAWBERRY VARIETY TRIAL
 DATA PATH      : /data/Strawberry/
 TREATMENT  1   : Radiance                  CRGRO048
  
@YEAR DOY   DAS    OMAC    SCDD    SOCD    SC0D    SCTD   SOMCT    LCTD    ONAC    SNDD    SOND    SN0D    SNTD   SOMNT    LNTD
 2017 273     0       0    6258   25593       0   25593   25593     0.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 274     1       0    6258   25592       0   25592   25592     0.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 275     2       0    6257   25591       0   25591   25591     0.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 276     3       0    6257   25590       0   25590   25590     0.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 277     4       0    6257   25589       0   25589   25589     0.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 278     5       0    6257   25588       0   25588   25588     0.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 279     6       0    6256   25587       0   25587   25587     0.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 280     7       0    6256   25586       0   25586   25586     0.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 281     8       0    6256   25585       0   25585   25585     0.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 282     9       0    6256   25584       0   25584   25584     0.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 283    10       0    6255   25583       0   25583   25583     0.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 284    11       0    6255   25582       0   25582   25582     0.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 285    12       0    6255   25582       0   25581   25581     0.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 286    13       0    6254   25581       1   25581   25579     1.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 287    14       0    6254   25581       1   25580   25578     1.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 288    15       0    6254   25580       1   25579   25577     1.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 289    16       0    6254   25580       1   25578   25576     2.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 290    17       0    6253   25579       1   25578   25575     2.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 291    18       0    6253   25579       2   25577   25574     2.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 292    19       0    6253   25579       2   25577   25573     3.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 293    20       0    6253   25578       2   25576   25572     3.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 294    21       0    6252   25578       2   25576   25571     4.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 295    22       0    6252   25578       3   25575   25571     4.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 296    23       0    6252   25577       3   25575   25570     5.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 297    24       0    6252   25577       3   25574   25569     5.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 298    25       0    6251   25577       4   25574   25568     5.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 299    26       0    6251   25577       4   25573   25567     6.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 300    27       0    6251   25577       4   25573   25566     6.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 301    28       0    6251   25577       5   25572   25565     7.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 302    29       0    6250   25577       5   25572   25564     8.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 303    30       0    6250   25578       6   25572   25564     8.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 304    31       0    6250   25578       6   25572   25563     8.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 305    32       0    6250   25578       6   25572   25562     9.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
