*Soil Organic Matter daily output file

*DSSAT Cropping System Model Ver. 4.8.5.017 pre-release  JUN 28, 2025 04:27:17

*RUN   1        : Radiance                  CRGRO048 UFWM1401    1
 MODEL          : CRGRO048 - Strawberry
 EXPERIMENT     : UFWM1401 SR 2014 WIMAUMA STRAWBERRY GROWTH AND YIELD ANALYSIS
 DATA PATH      :
 TREATMENT  1   : Radiance                  CRGRO048
  
@YEAR DOY   DAS    OMAC    SCDD    SOCD    SC0D    SCTD   SOMCT    LCTD    ONAC    SNDD    SOND    SN0D    SNTD   SOMNT    LNTD
 2014 327    54       0    6248   25631      37   25595   25551    43.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 328    55       0    6247   25636      39   25597   25551    45.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 329    56       0    6247   25641      42   25599   25550    48.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 330    57       0    6247   25645      45   25601   25549    51.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 331    58       0    6247   25648      46   25602   25548    53.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 332    59       0    6247   25651      48   25603   25548    55.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 333    60       0    6247   25653      49   25604   25547    56.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 334    61       0    6246   25656      51   25605   25546    58.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 335    62       0    6246   25661      53   25607   25546    61.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 336    63       0    6246   25666      56   25610   25545    64.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 337    64       0    6246   25672      60   25612   25544    68.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 338    65       0    6246   25678      63   25615   25544    71.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 339    66       0    6246   25685      67   25618   25543    74.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 340    67       0    6245   25691      70   25621   25542    78.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 341    68       0    6245   25698      74   25624   25541    82.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 342    69       0    6245   25704      78   25626   25541    85.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 343    70       0    6245   25709      81   25629   25540    88.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 344    71       0    6245   25713      83   25630   25539    91.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 345    72       0    6245   25716      85   25632   25539    93.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 346    73       0    6244   25720      87   25633   25538    95.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 347    74       0    6244   25722      88   25635   25537    97.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 348    75       0    6244   25727      90   25637   25537    99.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 349    76       0    6244   25731      93   25638   25536   102.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 350    77       0    6244   25735      95   25641   25536   104.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 351    78       0    6244   25741      98   25643   25535   107.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 352    79       0    6244   25748     102   25646   25535   111.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 353    80       0    6244   25753     104   25649   25534   114.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 354    81       0    6244   25760     108   25652   25534   118.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 355    82       0    6243   25769     113   25656   25533   122.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 356    83       0    6243   25779     118   25660   25533   127.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 357    84       0    6243   25789     124   25665   25532   133.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 358    85       0    6243   25800     130   25670   25531   139.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 359    86       0    6243   25811     136   25675   25530   144.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 360    87       0    6243   25819     141   25678   25530   148.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 361    88       0    6242   25827     145   25682   25529   153.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 362    89       0    6242   25838     151   25687   25528   158.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 363    90       0    6242   25848     157   25691   25527   164.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 364    91       0    6242   25859     163   25696   25527   169.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 365    92       0    6242   25869     169   25701   25526   174.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 001    93       0    6242   25878     174   25704   25525   179.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 002    94       0    6241   25888     179   25709   25525   184.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 003    95       0    6241   25899     185   25713   25524   189.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 004    96       0    6241   25910     191   25718   25523   195.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 005    97       0    6241   25921     198   25723   25522   200.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 006    98       0    6241   25931     204   25727   25522   205.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 007    99       0    6240   25940     209   25731   25521   210.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 008   100       0    6240   25946     212   25734   25520   213.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 009   101       0    6240   25950     214   25736   25519   216.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 010   102       0    6240   25955     217   25738   25519   219.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 011   103       0    6240   25962     221   25741   25518   222.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 012   104       0    6240   25973     228   25745   25518   227.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 013   105       0    6240   25985     234   25751   25517   233.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 014   106       0    6239   25996     240   25756   25517   239.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 015   107       0    6239   26006     246   25760   25516   244.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 016   108       0    6239   26013     250   25763   25515   247.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 017   109       0    6239   26020     254   25766   25515   251.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 018   110       0    6239   26028     258   25770   25514   255.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 019   111       0    6239   26037     263   25774   25513   260.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 020   112       0    6239   26046     268   25778   25513   264.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 021   113       0    6238   26055     274   25781   25512   269.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 022   114       0    6238   26067     281   25786   25512   274.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 023   115       0    6238   26079     288   25791   25511   280.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 024   116       0    6238   26092     295   25797   25510   286.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 025   117       0    6238   26101     300   25800   25510   290.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 026   118       0    6238   26106     303   25803   25509   293.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 027   119       0    6238   26115     309   25807   25508   298.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 028   120       0    6238   26122     313   25809   25508   301.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 029   121       0    6237   26129     316   25812   25507   305.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 030   122       0    6237   26136     320   25816   25507   308.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 031   123       0    6237   26145     326   25819   25506   313.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 032   124       0    6237   26157     333   25823   25506   317.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 033   125       0    6237   26168     340   25828   25505   323.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 034   126       0    6237   26180     346   25833   25505   328.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 035   127       0    6237   26187     351   25836   25504   332.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 036   128       0    6237   26200     359   25841   25504   337.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 037   129       0    6236   26211     365   25846   25503   343.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 038   130       0    6236   26219     369   25850   25502   347.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 039   131       0    6236   26229     375   25854   25502   352.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 040   132       0    6236   26240     381   25859   25501   357.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 041   133       0    6236   26252     388   25864   25501   363.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 042   134       0    6236   26260     392   25868   25500   367.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 043   135       0    6236   26269     397   25872   25500   372.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 044   136       0    6236   26277     402   25875   25499   376.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 045   137       0    6236   26282     404   25877   25499   379.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 046   138       0    6235   26289     409   25880   25498   382.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 047   139       0    6235   26302     417   25885   25498   387.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 048   140       0    6235   26316     426   25890   25497   392.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 049   141       0    6235   26329     434   25896   25497   399.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 050   142       0    6235   26336     437   25899   25496   403.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 051   143       0    6235   26339     438   25901   25496   405.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 052   144       0    6235   26343     441   25902   25495   407.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 053   145       0    6235   26352     446   25907   25495   412.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 054   146       0    6235   26373     459   25913   25494   419.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 055   147       0    6235   26388     468   25920   25494   426.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 056   148       0    6234   26404     477   25927   25493   434.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 057   149       0    6234   26418     485   25934   25492   441.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 058   150       0    6234   26432     492   25939   25492   447.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 059   151       0    6234   26441     497   25944   25491   452.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 060   152       0    6234   26452     503   25949   25490   458.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 061   153       0    6234   26466     511   25955   25490   465.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 062   154       0    6233   26481     519   25962   25489   472.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 063   155       0    6233   26496     528   25968   25488   479.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 064   156       0    6233   26511     537   25974   25488   486.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 065   157       0    6233   26527     547   25980   25487   493.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 066   158       0    6233   26541     555   25986   25486   499.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 067   159       0    6232   26553     562   25991   25485   505.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 068   160       0    6232   26566     570   25997   25485   512.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 069   161       0    6232   26581     578   26003   25484   518.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 070   162       0    6232   26596     588   26009   25483   525.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 071   163       0    6232   26609     594   26015   25483   531.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 072   164       0    6232   26621     601   26021   25482   538.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 073   165       0    6231   26641     614   26026   25481   545.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 074   166       0    6231   26655     623   26032   25480   551.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 075   167       0    6231   26670     632   26038   25480   558.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 076   168       0    6231   26683     640   26043   25479   564.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 077   169       0    6230   26697     649   26049   25478   570.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 078   170       0    6230   26711     657   26054   25477   576.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 079   171       0    6230   26726     667   26060   25476   583.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 080   172       0    6230   26740     675   26065   25476   589.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 081   173       0    6230   26753     683   26070   25475   595.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 082   174       0    6229   26766     691   26075   25474   601.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 083   175       0    6229   26787     706   26081   25473   607.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 084   176       0    6229   26807     721   26086   25473   613.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 085   177       0    6229   26827     735   26091   25472   619.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 086   178       0    6229   26846     750   26096   25471   625.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 087   179       0    6229   26865     764   26102   25471   631.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
